instance name, solver name, cutoff, objective value
bab3.mps, Feasibility Jump, 10, N/A
bab3.mps, Local-MIP, 10, N/A
fhnw-binpack4-58.mps, HiGHS, 10, N/A
fhnw-binpack4-58.mps, SCIP, 10, N/A
fhnw-binpack4-58.mps, CPLEX, 10, N/A
fhnw-binpack4-58.mps, Gurobi(comp), 10, N/A
fhnw-binpack4-58.mps, Gurobi(heur), 10, N/A
fhnw-binpack4-58.mps, Feasibility Jump, 10, N/A
fhnw-binpack4-58.mps, Local-MIP, 10, N/A
milo-v13-4-3d-3-0.mps, HiGHS, 10, 758387.117166
milo-v13-4-3d-3-0.mps, SCIP, 10, 404201.3
milo-v13-4-3d-3-0.mps, CPLEX, 10, 543531.18722
milo-v13-4-3d-3-0.mps, Gurobi(comp), 10, 495268.11349
milo-v13-4-3d-3-0.mps, Gurobi(heur), 10, 485923.69848
milo-v13-4-3d-3-0.mps, Feasibility Jump, 10, N/A
milo-v13-4-3d-3-0.mps, Local-MIP, 10, N/A
ivu06.mps, HiGHS, 10, N/A
ivu06.mps, SCIP, 10, N/A
ivu06.mps, CPLEX, 10, 221.74666896
ivu06.mps, Gurobi(comp), 10, 9416.0
ivu06.mps, Gurobi(heur), 10, 9416.0
ivu06.mps, Feasibility Jump, 10, 788.68967
ivu06.mps, Local-MIP, 10, 600.497336
snip10x10-35r1budget17.mps, HiGHS, 10, 262.5
snip10x10-35r1budget17.mps, SCIP, 10, N/A
snip10x10-35r1budget17.mps, CPLEX, 10, 262.5
snip10x10-35r1budget17.mps, Gurobi(comp), 10, 240.0
snip10x10-35r1budget17.mps, Gurobi(heur), 10, 240.0
snip10x10-35r1budget17.mps, Feasibility Jump, 10, 270.0
snip10x10-35r1budget17.mps, Local-MIP, 10, 270.0
neos-3214367-sovi.mps, HiGHS, 10, N/A
neos-3214367-sovi.mps, SCIP, 10, N/A
neos-3214367-sovi.mps, CPLEX, 10, N/A
neos-3214367-sovi.mps, Gurobi(comp), 10, N/A
neos-3214367-sovi.mps, Gurobi(heur), 10, N/A
neos-3214367-sovi.mps, Feasibility Jump, 10, N/A
neos-3214367-sovi.mps, Local-MIP, 10, N/A
bab2.mps, HiGHS, 10, N/A
bab2.mps, SCIP, 10, N/A
bab2.mps, CPLEX, 10, N/A
bab2.mps, Gurobi(comp), 10, N/A
bab2.mps, Gurobi(heur), 10, N/A
bab2.mps, Feasibility Jump, 10, N/A
bab2.mps, Local-MIP, 10, N/A
nj2.mps, HiGHS, 10, N/A
nj2.mps, SCIP, 10, N/A
nj2.mps, CPLEX, 10, N/A
nj2.mps, Gurobi(comp), 10, N/A
nj2.mps, Gurobi(heur), 10, N/A
nj2.mps, Feasibility Jump, 10, N/A
nj2.mps, Local-MIP, 10, N/A
adult-max5features.mps, HiGHS, 10, N/A
adult-max5features.mps, SCIP, 10, 24720.0
adult-max5features.mps, CPLEX, 10, 7841.0
adult-max5features.mps, Gurobi(comp), 10, 7841.0
adult-max5features.mps, Gurobi(heur), 10, 7841.0
adult-max5features.mps, Feasibility Jump, 10, N/A
adult-max5features.mps, Local-MIP, 10, N/A
ns1856153.mps, HiGHS, 10, N/A
ns1856153.mps, SCIP, 10, 89.65941
ns1856153.mps, CPLEX, 10, N/A
ns1856153.mps, Gurobi(comp), 10, 67.6594059
ns1856153.mps, Gurobi(heur), 10, 67.6594059
ns1856153.mps, Feasibility Jump, 10, 1.4e+21
ns1856153.mps, Local-MIP, 10, 83.866008
uccase7.mps, HiGHS, 10, N/A
uccase7.mps, SCIP, 10, N/A
uccase7.mps, CPLEX, 10, 40479.157428
uccase7.mps, Gurobi(comp), 10, 27159.894815
uccase7.mps, Gurobi(heur), 10, 27159.894815
uccase7.mps, Feasibility Jump, 10, N/A
uccase7.mps, Local-MIP, 10, N/A
r4l4-02-tree-bounds-50.mps, HiGHS, 10, 524992388.0
r4l4-02-tree-bounds-50.mps, SCIP, 10, 545939600.0
r4l4-02-tree-bounds-50.mps, CPLEX, 10, N/A
r4l4-02-tree-bounds-50.mps, Gurobi(comp), 10, N/A
r4l4-02-tree-bounds-50.mps, Gurobi(heur), 10, N/A
r4l4-02-tree-bounds-50.mps, Feasibility Jump, 10, N/A
r4l4-02-tree-bounds-50.mps, Local-MIP, 10, 564470835.39563
comp21-2idx.mps, HiGHS, 10, N/A
comp21-2idx.mps, SCIP, 10, 699.0
comp21-2idx.mps, CPLEX, 10, 256.0
comp21-2idx.mps, Gurobi(comp), 10, 229.0
comp21-2idx.mps, Gurobi(heur), 10, 229.0
comp21-2idx.mps, Feasibility Jump, 10, 1454.0
comp21-2idx.mps, Local-MIP, 10, 176.0
hgms-det.mps, HiGHS, 10, -47284.62529
hgms-det.mps, SCIP, 10, -47256.8
hgms-det.mps, CPLEX, 10, -47307.159381
hgms-det.mps, Gurobi(comp), 10, -47310.49701
hgms-det.mps, Gurobi(heur), 10, -47311.46168
hgms-det.mps, Feasibility Jump, 10, N/A
hgms-det.mps, Local-MIP, 10, 0.0
neos-4355351-swalm.mps, HiGHS, 10, N/A
neos-4355351-swalm.mps, SCIP, 10, N/A
neos-4355351-swalm.mps, CPLEX, 10, N/A
neos-4355351-swalm.mps, Gurobi(comp), 10, N/A
neos-4355351-swalm.mps, Gurobi(heur), 10, N/A
neos-4355351-swalm.mps, Feasibility Jump, 10, 406.0568
neos-4355351-swalm.mps, Local-MIP, 10, 50.91777
supportcase10.mps, HiGHS, 10, N/A
supportcase10.mps, SCIP, 10, 14.0
supportcase10.mps, CPLEX, 10, 23.0
supportcase10.mps, Gurobi(comp), 10, 15.0
supportcase10.mps, Gurobi(heur), 10, 15.0
supportcase10.mps, Feasibility Jump, 10, 24.0
supportcase10.mps, Local-MIP, 10, N/A
bg512142.mps, HiGHS, 10, 1263213.5
bg512142.mps, SCIP, 10, 6303052.0
bg512142.mps, CPLEX, 10, 221153.5
bg512142.mps, Gurobi(comp), 10, 532149.25
bg512142.mps, Gurobi(heur), 10, 470304.66667
bg512142.mps, Feasibility Jump, 10, N/A
bg512142.mps, Local-MIP, 10, 30959903.50573
n3700.mps, HiGHS, 10, 1342560.0
n3700.mps, SCIP, 10, 1342560.0
n3700.mps, CPLEX, 10, 1317716.0
n3700.mps, Gurobi(comp), 10, 1316029.0
n3700.mps, Gurobi(heur), 10, 1298149.0
n3700.mps, Feasibility Jump, 10, N/A
n3700.mps, Local-MIP, 10, 2725096.0
gmut-75-50.mps, HiGHS, 10, N/A
gmut-75-50.mps, SCIP, 10, -7006627.0
gmut-75-50.mps, CPLEX, 10, -14103006.211
gmut-75-50.mps, Gurobi(comp), 10, -14173900.0
gmut-75-50.mps, Gurobi(heur), 10, -14176000.0
gmut-75-50.mps, Feasibility Jump, 10, -94154.0252
gmut-75-50.mps, Local-MIP, 10, -8084846.4974
sing17.mps, HiGHS, 10, N/A
sing17.mps, SCIP, 10, N/A
sing17.mps, CPLEX, 10, 807543723.39
sing17.mps, Gurobi(comp), 10, N/A
sing17.mps, Gurobi(heur), 10, N/A
sing17.mps, Feasibility Jump, 10, N/A
sing17.mps, Local-MIP, 10, N/A
neos-5223573-tarwin.mps, HiGHS, 10, N/A
neos-5223573-tarwin.mps, SCIP, 10, N/A
neos-5223573-tarwin.mps, CPLEX, 10, N/A
neos-5223573-tarwin.mps, Gurobi(comp), 10, N/A
neos-5223573-tarwin.mps, Gurobi(heur), 10, N/A
neos-5223573-tarwin.mps, Feasibility Jump, 10, N/A
neos-5223573-tarwin.mps, Local-MIP, 10, N/A
sorrell3.mps, HiGHS, 10, -1.0
sorrell3.mps, SCIP, 10, -11.0
sorrell3.mps, CPLEX, 10, -14.0
sorrell3.mps, Gurobi(comp), 10, -11.0
sorrell3.mps, Gurobi(heur), 10, -11.0
sorrell3.mps, Feasibility Jump, 10, -1.0
sorrell3.mps, Local-MIP, 10, -15.0
sct5.mps, HiGHS, 10, N/A
sct5.mps, SCIP, 10, N/A
sct5.mps, CPLEX, 10, -180.54702594
sct5.mps, Gurobi(comp), 10, -86.5405746
sct5.mps, Gurobi(heur), 10, -149.8454697
sct5.mps, Feasibility Jump, 10, 1.52226964e+23
sct5.mps, Local-MIP, 10, 131.378562
nag.mps, HiGHS, 10, 4820.0
nag.mps, SCIP, 10, N/A
nag.mps, CPLEX, 10, 2054.9999996
nag.mps, Gurobi(comp), 10, 1575.0
nag.mps, Gurobi(heur), 10, 1665.0
nag.mps, Feasibility Jump, 10, N/A
nag.mps, Local-MIP, 10, 6880.0
fhnw-binschedule0.mps, HiGHS, 10, N/A
fhnw-binschedule0.mps, SCIP, 10, N/A
fhnw-binschedule0.mps, CPLEX, 10, N/A
fhnw-binschedule0.mps, Gurobi(comp), 10, N/A
fhnw-binschedule0.mps, Gurobi(heur), 10, N/A
fhnw-binschedule0.mps, Feasibility Jump, 10, N/A
fhnw-binschedule0.mps, Local-MIP, 10, N/A
bab1.mps, HiGHS, 10, N/A
bab1.mps, SCIP, 10, N/A
bab1.mps, CPLEX, 10, -218764.88525
bab1.mps, Gurobi(comp), 10, -217741.2693
bab1.mps, Gurobi(heur), 10, -217912.355
bab1.mps, Feasibility Jump, 10, -87472.801
bab1.mps, Local-MIP, 10, -105509.935
splice1k1.mps, HiGHS, 10, N/A
splice1k1.mps, SCIP, 10, N/A
splice1k1.mps, CPLEX, 10, 0.0
splice1k1.mps, Gurobi(comp), 10, N/A
splice1k1.mps, Gurobi(heur), 10, N/A
splice1k1.mps, Feasibility Jump, 10, -3.0
splice1k1.mps, Local-MIP, 10, -23.0
tpl-tub-ss16.mps, HiGHS, 10, N/A
tpl-tub-ss16.mps, SCIP, 10, N/A
tpl-tub-ss16.mps, CPLEX, 10, N/A
tpl-tub-ss16.mps, Gurobi(comp), 10, 15987150.0
tpl-tub-ss16.mps, Gurobi(heur), 10, 15987150.0
tpl-tub-ss16.mps, Feasibility Jump, 10, 4788903240248.0
tpl-tub-ss16.mps, Local-MIP, 10, N/A
dws012-03.mps, HiGHS, 10, N/A
dws012-03.mps, SCIP, 10, N/A
dws012-03.mps, CPLEX, 10, N/A
dws012-03.mps, Gurobi(comp), 10, N/A
dws012-03.mps, Gurobi(heur), 10, N/A
dws012-03.mps, Feasibility Jump, 10, N/A
dws012-03.mps, Local-MIP, 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, HiGHS, 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, SCIP, 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, CPLEX, 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, Gurobi(comp), 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, Gurobi(heur), 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, Feasibility Jump, 10, N/A
lr2-22dr3-333vc4v17a-t60.mps, Local-MIP, 10, N/A
d20200.mps, HiGHS, 10, 12449.0
d20200.mps, SCIP, 10, 14049.0
d20200.mps, CPLEX, 10, 12330.0
d20200.mps, Gurobi(comp), 10, 12310.0
d20200.mps, Gurobi(heur), 10, 12295.0
d20200.mps, Feasibility Jump, 10, 13889.0
d20200.mps, Local-MIP, 10, 13734.0
snp-10-004-052.mps, HiGHS, 10, N/A
snp-10-004-052.mps, SCIP, 10, N/A
snp-10-004-052.mps, CPLEX, 10, 26124059455.0
snp-10-004-052.mps, Gurobi(comp), 10, 26124060000.0
snp-10-004-052.mps, Gurobi(heur), 10, 26124060000.0
snp-10-004-052.mps, Feasibility Jump, 10, 8.303999999999999e+28
snp-10-004-052.mps, Local-MIP, 10, N/A
woodlands09.mps, HiGHS, 10, N/A
woodlands09.mps, SCIP, 10, N/A
woodlands09.mps, CPLEX, 10, N/A
woodlands09.mps, Gurobi(comp), 10, N/A
woodlands09.mps, Gurobi(heur), 10, N/A
woodlands09.mps, Feasibility Jump, 10, N/A
woodlands09.mps, Local-MIP, 10, N/A
thor50dday.mps, HiGHS, 10, 59092.0
thor50dday.mps, SCIP, 10, 218711.0
thor50dday.mps, CPLEX, 10, 40670.0
thor50dday.mps, Gurobi(comp), 10, 40526.0
thor50dday.mps, Gurobi(heur), 10, 42718.0
thor50dday.mps, Feasibility Jump, 10, 204551.0
thor50dday.mps, Local-MIP, 10, 204551.0
dolom1.mps, HiGHS, 10, 1530268294.0
dolom1.mps, SCIP, 10, 1736237000.0
dolom1.mps, CPLEX, 10, 249198180.0
dolom1.mps, Gurobi(comp), 10, 422464000.0
dolom1.mps, Gurobi(heur), 10, 442483300.0
dolom1.mps, Feasibility Jump, 10, N/A
dolom1.mps, Local-MIP, 10, 573787988.0
bmocbd3.mps, HiGHS, 10, N/A
bmocbd3.mps, SCIP, 10, N/A
bmocbd3.mps, CPLEX, 10, 585553300000.0
bmocbd3.mps, Gurobi(comp), 10, 585553300000.0
bmocbd3.mps, Gurobi(heur), 10, 585553300000.0
bmocbd3.mps, Feasibility Jump, 10, 585553300000.0
bmocbd3.mps, Local-MIP, 10, N/A
ger50-17-trans-pop-3t.mps, HiGHS, 10, N/A
ger50-17-trans-pop-3t.mps, SCIP, 10, N/A
ger50-17-trans-pop-3t.mps, CPLEX, 10, 4413.8338
ger50-17-trans-pop-3t.mps, Gurobi(comp), 10, 4422.6386
ger50-17-trans-pop-3t.mps, Gurobi(heur), 10, 4317.0682002
ger50-17-trans-pop-3t.mps, Feasibility Jump, 10, N/A
ger50-17-trans-pop-3t.mps, Local-MIP, 10, 7379.4032
neos-3237086-abava.mps, HiGHS, 10, N/A
neos-3237086-abava.mps, SCIP, 10, N/A
neos-3237086-abava.mps, CPLEX, 10, N/A
neos-3237086-abava.mps, Gurobi(comp), 10, N/A
neos-3237086-abava.mps, Gurobi(heur), 10, N/A
neos-3237086-abava.mps, Feasibility Jump, 10, N/A
neos-3237086-abava.mps, Local-MIP, 10, N/A
gmut-76-40.mps, HiGHS, 10, -14140280.2999
gmut-76-40.mps, SCIP, 10, -13755390.0
gmut-76-40.mps, CPLEX, 10, -14142431.98
gmut-76-40.mps, Gurobi(comp), 10, -14166400.0
gmut-76-40.mps, Gurobi(heur), 10, -14165900.0
gmut-76-40.mps, Feasibility Jump, 10, -77476.8576
gmut-76-40.mps, Local-MIP, 10, -12046815.2425
neos-5044663-wairoa.mps, HiGHS, 10, N/A
neos-5044663-wairoa.mps, SCIP, 10, N/A
neos-5044663-wairoa.mps, CPLEX, 10, N/A
neos-5044663-wairoa.mps, Gurobi(comp), 10, N/A
neos-5044663-wairoa.mps, Gurobi(heur), 10, N/A
neos-5044663-wairoa.mps, Feasibility Jump, 10, N/A
neos-5044663-wairoa.mps, Local-MIP, 10, N/A
v150d30-2hopcds.mps, HiGHS, 10, 43.0
v150d30-2hopcds.mps, SCIP, 10, 45.0
v150d30-2hopcds.mps, CPLEX, 10, 43.0
v150d30-2hopcds.mps, Gurobi(comp), 10, 42.0
v150d30-2hopcds.mps, Gurobi(heur), 10, 43.0
v150d30-2hopcds.mps, Feasibility Jump, 10, 48.0
v150d30-2hopcds.mps, Local-MIP, 10, 41.0
set3-16.mps, HiGHS, 10, 352119.609829
set3-16.mps, SCIP, 10, 349998.8
set3-16.mps, CPLEX, 10, 211647.07181
set3-16.mps, Gurobi(comp), 10, 230956.32551
set3-16.mps, Gurobi(heur), 10, 177585.4603
set3-16.mps, Feasibility Jump, 10, N/A
set3-16.mps, Local-MIP, 10, 2853803.895977
shs1014.mps, HiGHS, 10, N/A
shs1014.mps, SCIP, 10, N/A
shs1014.mps, CPLEX, 10, N/A
shs1014.mps, Gurobi(comp), 10, N/A
shs1014.mps, Gurobi(heur), 10, N/A
shs1014.mps, Feasibility Jump, 10, N/A
shs1014.mps, Local-MIP, 10, N/A
rmine25.mps, HiGHS, 10, N/A
rmine25.mps, SCIP, 10, N/A
rmine25.mps, CPLEX, 10, 0.0
rmine25.mps, Gurobi(comp), 10, -185.327577
rmine25.mps, Gurobi(heur), 10, -185.327577
rmine25.mps, Feasibility Jump, 10, N/A
rmine25.mps, Local-MIP, 10, -50.101852
neos-4409277-trave.mps, HiGHS, 10, N/A
neos-4409277-trave.mps, SCIP, 10, N/A
neos-4409277-trave.mps, CPLEX, 10, N/A
neos-4409277-trave.mps, Gurobi(comp), 10, N/A
neos-4409277-trave.mps, Gurobi(heur), 10, N/A
neos-4409277-trave.mps, Feasibility Jump, 10, N/A
neos-4409277-trave.mps, Local-MIP, 10, N/A
core4872-1529.mps, HiGHS, 10, N/A
core4872-1529.mps, SCIP, 10, N/A
core4872-1529.mps, CPLEX, 10, 4700.0
core4872-1529.mps, Gurobi(comp), 10, 1873.0
core4872-1529.mps, Gurobi(heur), 10, 1873.0
core4872-1529.mps, Feasibility Jump, 10, 2217.0
core4872-1529.mps, Local-MIP, 10, 1757.0
polygonpack4-7.mps, HiGHS, 10, -8765356.48538
polygonpack4-7.mps, SCIP, 10, -25917280.0
polygonpack4-7.mps, CPLEX, 10, -43071688.166
polygonpack4-7.mps, Gurobi(comp), 10, -43071500.0
polygonpack4-7.mps, Gurobi(heur), 10, -43071400.0
polygonpack4-7.mps, Feasibility Jump, 10, 0.0
polygonpack4-7.mps, Local-MIP, 10, -34305535.90888
highschool1-aigio.mps, HiGHS, 10, N/A
highschool1-aigio.mps, SCIP, 10, N/A
highschool1-aigio.mps, CPLEX, 10, N/A
highschool1-aigio.mps, Gurobi(comp), 10, N/A
highschool1-aigio.mps, Gurobi(heur), 10, N/A
highschool1-aigio.mps, Feasibility Jump, 10, N/A
highschool1-aigio.mps, Local-MIP, 10, N/A
fhnw-binpack4-77.mps, HiGHS, 10, N/A
fhnw-binpack4-77.mps, SCIP, 10, N/A
fhnw-binpack4-77.mps, CPLEX, 10, N/A
fhnw-binpack4-77.mps, Gurobi(comp), 10, N/A
fhnw-binpack4-77.mps, Gurobi(heur), 10, N/A
fhnw-binpack4-77.mps, Feasibility Jump, 10, N/A
fhnw-binpack4-77.mps, Local-MIP, 10, N/A
set3-15.mps, HiGHS, 10, 573642.875902
set3-15.mps, SCIP, 10, 349612.1
set3-15.mps, CPLEX, 10, 194173.1341
set3-15.mps, Gurobi(comp), 10, 173461.88327
set3-15.mps, Gurobi(heur), 10, 423208.87235
set3-15.mps, Feasibility Jump, 10, N/A
set3-15.mps, Local-MIP, 10, 2940385.944646
scpn2.mps, HiGHS, 10, N/A
scpn2.mps, SCIP, 10, N/A
scpn2.mps, CPLEX, 10, 50506522.0
scpn2.mps, Gurobi(comp), 10, 84900.0
scpn2.mps, Gurobi(heur), 10, 84900.0
scpn2.mps, Feasibility Jump, 10, N/A
scpn2.mps, Local-MIP, 10, 20002.0
neos-3372571-onahau.mps, HiGHS, 10, N/A
neos-3372571-onahau.mps, SCIP, 10, 0.6277616
neos-3372571-onahau.mps, CPLEX, 10, 0.6
neos-3372571-onahau.mps, Gurobi(comp), 10, 0.6
neos-3372571-onahau.mps, Gurobi(heur), 10, 0.6
neos-3372571-onahau.mps, Feasibility Jump, 10, 0.5
neos-3372571-onahau.mps, Local-MIP, 10, 0.595841
fhnw-schedule-paira100.mps, HiGHS, 10, 0.0
fhnw-schedule-paira100.mps, SCIP, 10, -0.5336524
fhnw-schedule-paira100.mps, CPLEX, 10, 0.0
fhnw-schedule-paira100.mps, Gurobi(comp), 10, N/A
fhnw-schedule-paira100.mps, Gurobi(heur), 10, N/A
fhnw-schedule-paira100.mps, Feasibility Jump, 10, N/A
fhnw-schedule-paira100.mps, Local-MIP, 10, -2.747924
sing44.mps, HiGHS, 10, 9829455.999276
sing44.mps, SCIP, 10, N/A
sing44.mps, CPLEX, 10, 10035629.375
sing44.mps, Gurobi(comp), 10, 8147084.4506
sing44.mps, Gurobi(heur), 10, 8147084.4506
sing44.mps, Feasibility Jump, 10, N/A
sing44.mps, Local-MIP, 10, N/A
xmas10.mps, HiGHS, 10, N/A
xmas10.mps, SCIP, 10, N/A
xmas10.mps, CPLEX, 10, N/A
xmas10.mps, Gurobi(comp), 10, N/A
xmas10.mps, Gurobi(heur), 10, N/A
xmas10.mps, Feasibility Jump, 10, N/A
xmas10.mps, Local-MIP, 10, N/A
ger50-17-trans-dfn-3t.mps, HiGHS, 10, N/A
ger50-17-trans-dfn-3t.mps, SCIP, 10, N/A
ger50-17-trans-dfn-3t.mps, CPLEX, 10, 11771.528
ger50-17-trans-dfn-3t.mps, Gurobi(comp), 10, 4399.1712
ger50-17-trans-dfn-3t.mps, Gurobi(heur), 10, 4446.5136
ger50-17-trans-dfn-3t.mps, Feasibility Jump, 10, N/A
ger50-17-trans-dfn-3t.mps, Local-MIP, 10, 7876.3778
neos-4647030-tutaki.mps, HiGHS, 10, N/A
neos-4647030-tutaki.mps, SCIP, 10, N/A
neos-4647030-tutaki.mps, CPLEX, 10, N/A
neos-4647030-tutaki.mps, Gurobi(comp), 10, N/A
neos-4647030-tutaki.mps, Gurobi(heur), 10, N/A
neos-4647030-tutaki.mps, Feasibility Jump, 10, N/A
neos-4647030-tutaki.mps, Local-MIP, 10, 65476.4882
xmas10-2.mps, HiGHS, 10, N/A
xmas10-2.mps, SCIP, 10, N/A
xmas10-2.mps, CPLEX, 10, N/A
xmas10-2.mps, Gurobi(comp), 10, N/A
xmas10-2.mps, Gurobi(heur), 10, N/A
xmas10-2.mps, Feasibility Jump, 10, N/A
xmas10-2.mps, Local-MIP, 10, N/A
dg012142.mps, HiGHS, 10, 59161625.0
dg012142.mps, SCIP, 10, 33423780.0
dg012142.mps, CPLEX, 10, 5360078.0
dg012142.mps, Gurobi(comp), 10, 5827456.9222
dg012142.mps, Gurobi(heur), 10, 3931672.7295
dg012142.mps, Feasibility Jump, 10, N/A
dg012142.mps, Local-MIP, 10, 128502669.157358
neos-5273874-yomtsa.mps, HiGHS, 10, N/A
neos-5273874-yomtsa.mps, SCIP, 10, N/A
neos-5273874-yomtsa.mps, CPLEX, 10, 1274.9033586
neos-5273874-yomtsa.mps, Gurobi(comp), 10, N/A
neos-5273874-yomtsa.mps, Gurobi(heur), 10, N/A
neos-5273874-yomtsa.mps, Feasibility Jump, 10, N/A
neos-5273874-yomtsa.mps, Local-MIP, 10, N/A
neos-3426132-dieze.mps, HiGHS, 10, 432.0
neos-3426132-dieze.mps, SCIP, 10, 520.0
neos-3426132-dieze.mps, CPLEX, 10, 417.0
neos-3426132-dieze.mps, Gurobi(comp), 10, 412.0
neos-3426132-dieze.mps, Gurobi(heur), 10, 414.0
neos-3426132-dieze.mps, Feasibility Jump, 10, 542.0
neos-3426132-dieze.mps, Local-MIP, 10, 428.0
neos-5114902-kasavu.mps, HiGHS, 10, N/A
neos-5114902-kasavu.mps, SCIP, 10, N/A
neos-5114902-kasavu.mps, CPLEX, 10, N/A
neos-5114902-kasavu.mps, Gurobi(comp), 10, N/A
neos-5114902-kasavu.mps, Gurobi(heur), 10, N/A
neos-5114902-kasavu.mps, Feasibility Jump, 10, N/A
neos-5114902-kasavu.mps, Local-MIP, 10, N/A
reblock354.mps, HiGHS, 10, N/A
reblock354.mps, SCIP, 10, -34304330.0
reblock354.mps, CPLEX, 10, -38945405.74
reblock354.mps, Gurobi(comp), 10, -32065400.0
reblock354.mps, Gurobi(heur), 10, -34006700.0
reblock354.mps, Feasibility Jump, 10, 0.0
reblock354.mps, Local-MIP, 10, -35494699.757395
fhnw-binschedule1.mps, HiGHS, 10, N/A
fhnw-binschedule1.mps, SCIP, 10, N/A
fhnw-binschedule1.mps, CPLEX, 10, N/A
fhnw-binschedule1.mps, Gurobi(comp), 10, N/A
fhnw-binschedule1.mps, Gurobi(heur), 10, N/A
fhnw-binschedule1.mps, Feasibility Jump, 10, N/A
fhnw-binschedule1.mps, Local-MIP, 10, N/A
minutedispatchstrategy.mps, HiGHS, 10, N/A
minutedispatchstrategy.mps, SCIP, 10, N/A
minutedispatchstrategy.mps, CPLEX, 10, 16565.76546
minutedispatchstrategy.mps, Gurobi(comp), 10, 3563.2196069
minutedispatchstrategy.mps, Gurobi(heur), 10, 3563.2196069
minutedispatchstrategy.mps, Feasibility Jump, 10, N/A
minutedispatchstrategy.mps, Local-MIP, 10, 4765.776081
neos-4300652-rahue.mps, HiGHS, 10, N/A
neos-4300652-rahue.mps, SCIP, 10, N/A
neos-4300652-rahue.mps, CPLEX, 10, N/A
neos-4300652-rahue.mps, Gurobi(comp), 10, N/A
neos-4300652-rahue.mps, Gurobi(heur), 10, N/A
neos-4300652-rahue.mps, Feasibility Jump, 10, N/A
neos-4300652-rahue.mps, Local-MIP, 10, 5.8086
triptim7.mps, HiGHS, 10, N/A
triptim7.mps, SCIP, 10, N/A
triptim7.mps, CPLEX, 10, N/A
triptim7.mps, Gurobi(comp), 10, N/A
triptim7.mps, Gurobi(heur), 10, N/A
triptim7.mps, Feasibility Jump, 10, N/A
triptim7.mps, Local-MIP, 10, N/A
triptim8.mps, HiGHS, 10, N/A
triptim8.mps, SCIP, 10, N/A
triptim8.mps, CPLEX, 10, N/A
triptim8.mps, Gurobi(comp), 10, N/A
triptim8.mps, Gurobi(heur), 10, N/A
triptim8.mps, Feasibility Jump, 10, N/A
triptim8.mps, Local-MIP, 10, N/A
neos-3691541-lonja.mps, HiGHS, 10, N/A
neos-3691541-lonja.mps, SCIP, 10, N/A
neos-3691541-lonja.mps, CPLEX, 10, N/A
neos-3691541-lonja.mps, Gurobi(comp), 10, N/A
neos-3691541-lonja.mps, Gurobi(heur), 10, N/A
neos-3691541-lonja.mps, Feasibility Jump, 10, N/A
neos-3691541-lonja.mps, Local-MIP, 10, N/A
sing11.mps, HiGHS, 10, N/A
sing11.mps, SCIP, 10, N/A
sing11.mps, CPLEX, 10, 424496019.04
sing11.mps, Gurobi(comp), 10, 103822500.0
sing11.mps, Gurobi(heur), 10, 103822500.0
sing11.mps, Feasibility Jump, 10, N/A
sing11.mps, Local-MIP, 10, N/A
n3705.mps, HiGHS, 10, 1342540.0
n3705.mps, SCIP, 10, 1342540.0
n3705.mps, CPLEX, 10, 1318394.0
n3705.mps, Gurobi(comp), 10, 1308532.0
n3705.mps, Gurobi(heur), 10, 1293878.0
n3705.mps, Feasibility Jump, 10, N/A
n3705.mps, Local-MIP, 10, 2593416.0
rmine11.mps, HiGHS, 10, N/A
rmine11.mps, SCIP, 10, 0.0
rmine11.mps, CPLEX, 10, 0.0
rmine11.mps, Gurobi(comp), 10, -320.631085
rmine11.mps, Gurobi(heur), 10, -320.631085
rmine11.mps, Feasibility Jump, 10, 0.0
rmine11.mps, Local-MIP, 10, -2440.197412
n370b.mps, HiGHS, 10, 1373790.999999
n370b.mps, SCIP, 10, 1373791.0
n370b.mps, CPLEX, 10, 1320197.0
n370b.mps, Gurobi(comp), 10, 1317637.0
n370b.mps, Gurobi(heur), 10, 1311332.0
n370b.mps, Feasibility Jump, 10, N/A
n370b.mps, Local-MIP, 10, 2566309.0
neos-5093327-huahum.mps, HiGHS, 10, N/A
neos-5093327-huahum.mps, SCIP, 10, 26150.0
neos-5093327-huahum.mps, CPLEX, 10, N/A
neos-5093327-huahum.mps, Gurobi(comp), 10, 6878.0
neos-5093327-huahum.mps, Gurobi(heur), 10, 8838.0
neos-5093327-huahum.mps, Feasibility Jump, 10, N/A
neos-5093327-huahum.mps, Local-MIP, 10, N/A
ivu59.mps, HiGHS, 10, N/A
ivu59.mps, SCIP, 10, N/A
ivu59.mps, CPLEX, 10, 3035.4194069
ivu59.mps, Gurobi(comp), 10, 27488.0
ivu59.mps, Gurobi(heur), 10, 27488.0
ivu59.mps, Feasibility Jump, 10, N/A
ivu59.mps, Local-MIP, 10, N/A
neos-954925.mps, HiGHS, 10, N/A
neos-954925.mps, SCIP, 10, 0.0
neos-954925.mps, CPLEX, 10, N/A
neos-954925.mps, Gurobi(comp), 10, -237.7666667
neos-954925.mps, Gurobi(heur), 10, -237.7666667
neos-954925.mps, Feasibility Jump, 10, -0.986667
neos-954925.mps, Local-MIP, 10, -237.726667
